vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,score_type,score
30,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,,recall,0.9474789915966386
30,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,,roc_auc,0.7018033883322936
30,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,,roc_auc,0.9292718123913624
30,obscene,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,,precision,1.0
30,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,,precision,0.4555579353180553
30,obscene,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,,recall,0.5568535825545171
30,obscene,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,,recall,0.889018691588785
30,obscene,multi,{'alpha': 1.0},tfidf,0,0,4000,english,True,,roc_auc,0.7682946942230543
30,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,,roc_auc,0.8860004835815027
30,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,,precision,0.48484848484848486
30,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,,precision,0.0858433734939759
30,threat,multi,{'alpha': 0.001},tfidf,0,0,4000,english,True,,recall,0.13815789473684212
30,threat,bern,{'alpha': 0.1},tfidf,0,0,4000,english,True,,recall,0.8486842105263158
30,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,,roc_auc,0.5524529737489065
30,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,,roc_auc,0.8622454875921918
30,insult,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,,precision,1.0
30,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,,precision,0.4181616832779623
30,insult,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,,recall,0.47581317764804004
30,insult,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,,recall,0.8790658882402002
30,insult,multi,{'alpha': 0.5},tfidf,0,0,4000,english,True,,roc_auc,0.7289157879664303
30,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,,roc_auc,0.8646945744749434
30,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,4000,english,True,,precision,0.8823529411764706
30,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,,precision,0.17493472584856398
30,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,4000,english,True,,recall,0.24065420560747663
30,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,,recall,0.8481308411214953
30,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,,roc_auc,0.6181232661195941
30,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,4000,english,True,,roc_auc,0.8641988077519823
31,toxic,multi,{'alpha': 100.0},tfidf,0,0,4000,english,False,,precision,0.9172932330827067
31,toxic,bern,{'alpha': 20.0},tfidf,0,0,4000,english,False,,precision,0.5679499835472195
31,toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,,recall,0.5218797154559173
31,toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,,recall,0.8700150894589351
31,toxic,multi,{'alpha': 1.0},tfidf,0,0,4000,english,False,,roc_auc,0.7507252270180211
31,toxic,bern,{'alpha': 15.0},tfidf,0,0,4000,english,False,,roc_auc,0.844465405026907
31,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,4000,english,False,,precision,0.3787878787878788
31,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,,precision,0.13436532507739937
31,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,,recall,0.4894957983193277
31,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,,recall,0.9411764705882353
31,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,,roc_auc,0.7370300321452973
31,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,,roc_auc,0.9263056926919538
31,obscene,multi,{'alpha': 50.0},tfidf,0,0,4000,english,False,,precision,0.9918032786885246
31,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,,precision,0.3984375
31,obscene,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,,recall,0.5502336448598131
31,obscene,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,,recall,0.8820093457943925
31,obscene,multi,{'alpha': 1.0},tfidf,0,0,4000,english,False,,roc_auc,0.7616597836037425
31,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,,roc_auc,0.8721842755845647
31,threat,multi,{'alpha': 0.0},tfidf,0,0,4000,english,False,,precision,0.21839080459770116
31,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,,precision,0.05604566683964712
31,threat,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,,recall,0.16447368421052633
31,threat,bern,{'alpha': 0.1},tfidf,0,0,4000,english,False,,recall,0.8157894736842105
31,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,,roc_auc,0.5713283084262947
31,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,,roc_auc,0.8361524016593141
31,insult,multi,{'alpha': 50.0},tfidf,0,0,4000,english,False,,precision,1.0
31,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,,precision,0.3819015347817421
31,insult,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,,recall,0.47956630525437866
31,insult,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,,recall,0.8744787322768974
31,insult,multi,{'alpha': 0.5},tfidf,0,0,4000,english,False,,roc_auc,0.7254524458992042
31,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,,roc_auc,0.8653061768770994
31,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,4000,english,False,,precision,0.43661971830985913
31,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,,precision,0.141654284299158
31,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,,recall,0.2780373831775701
31,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,,recall,0.8481308411214953
31,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,,roc_auc,0.626185631001609
31,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,,roc_auc,0.8157987182741242
32,toxic,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,ascii,precision,0.9979296066252588
32,toxic,bern,{'alpha': 20.0},tfidf,0,0,4000,english,True,ascii,precision,0.5927203726065207
32,toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,True,ascii,recall,0.515412804483725
32,toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,recall,0.8743263634403966
32,toxic,multi,{'alpha': 1.0},tfidf,0,0,4000,english,True,ascii,roc_auc,0.7490669358492353
32,toxic,bern,{'alpha': 15.0},tfidf,0,0,4000,english,True,ascii,roc_auc,0.8538018327075264
32,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,precision,0.6086956521739131
32,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,precision,0.1576067128785115
32,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,True,ascii,recall,0.4222689075630252
32,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,ascii,recall,0.9474789915966386
32,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,ascii,roc_auc,0.7028432302956935
32,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,roc_auc,0.929356438028699
32,obscene,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,ascii,precision,1.0
32,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,ascii,precision,0.45700773860705074
32,obscene,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,ascii,recall,0.5572429906542056
32,obscene,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,recall,0.8886292834890965
32,obscene,multi,{'alpha': 1.0},tfidf,0,0,4000,english,True,ascii,roc_auc,0.768878806372587
32,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,ascii,roc_auc,0.8859828686296111
32,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,ascii,precision,0.4838709677419355
32,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,ascii,precision,0.08728943338437979
32,threat,multi,{'alpha': 0.001},tfidf,0,0,4000,english,True,ascii,recall,0.14473684210526316
32,threat,bern,{'alpha': 0.1},tfidf,0,0,4000,english,True,ascii,recall,0.8486842105263158
32,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,ascii,roc_auc,0.5491740062528407
32,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,ascii,roc_auc,0.8624766237313778
32,insult,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,ascii,precision,1.0
32,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,ascii,precision,0.41955555555555557
32,insult,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,ascii,recall,0.47664720600500415
32,insult,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,recall,0.8790658882402002
32,insult,multi,{'alpha': 0.5},tfidf,0,0,4000,english,True,ascii,roc_auc,0.7297498163233944
32,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,ascii,roc_auc,0.864859973085595
32,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,precision,0.8823529411764706
32,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,ascii,precision,0.17527795945062133
32,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,4000,english,True,ascii,recall,0.24065420560747663
32,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,ascii,recall,0.8481308411214953
32,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,ascii,roc_auc,0.6193126253652939
32,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,4000,english,True,ascii,roc_auc,0.8633476076524309
33,toxic,multi,{'alpha': 100.0},tfidf,0,0,4000,english,False,ascii,precision,0.9172932330827067
33,toxic,bern,{'alpha': 20.0},tfidf,0,0,4000,english,False,ascii,precision,0.569002473206925
33,toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,ascii,recall,0.521233024358698
33,toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,recall,0.8702306531580082
33,toxic,multi,{'alpha': 1.0},tfidf,0,0,4000,english,False,ascii,roc_auc,0.7506174451684847
33,toxic,bern,{'alpha': 15.0},tfidf,0,0,4000,english,False,ascii,roc_auc,0.8448167837584035
33,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,precision,0.37735849056603776
33,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,precision,0.1345736434108527
33,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,ascii,recall,0.48739495798319327
33,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,ascii,recall,0.9411764705882353
33,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,ascii,roc_auc,0.7370300321452973
33,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,roc_auc,0.9263585837152896
33,obscene,multi,{'alpha': 50.0},tfidf,0,0,4000,english,False,ascii,precision,0.9917355371900827
33,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,ascii,precision,0.39969401415184547
33,obscene,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,ascii,recall,0.5506230529595015
33,obscene,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,recall,0.8820093457943925
33,obscene,multi,{'alpha': 1.0},tfidf,0,0,4000,english,False,ascii,roc_auc,0.7618544876535868
33,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,ascii,roc_auc,0.8721887967699169
33,threat,multi,{'alpha': 0.0},tfidf,0,0,4000,english,False,ascii,precision,0.21839080459770116
33,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,ascii,precision,0.057610993657505286
33,threat,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,ascii,recall,0.17105263157894737
33,threat,bern,{'alpha': 0.1},tfidf,0,0,4000,english,False,ascii,recall,0.8157894736842105
33,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,ascii,roc_auc,0.5713388146144396
33,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,ascii,roc_auc,0.839820098116738
33,insult,multi,{'alpha': 50.0},tfidf,0,0,4000,english,False,ascii,precision,1.0
33,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,ascii,precision,0.3828
33,insult,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,ascii,recall,0.48040033361134277
33,insult,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,recall,0.8740617180984154
33,insult,multi,{'alpha': 0.5},tfidf,0,0,4000,english,False,ascii,roc_auc,0.7256609529884452
33,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,ascii,roc_auc,0.865054561309269
33,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,precision,0.4305555555555556
33,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,precision,0.141439205955335
33,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,ascii,recall,0.2780373831775701
33,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,ascii,recall,0.8481308411214953
33,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,ascii,roc_auc,0.6261644960549746
33,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,ascii,roc_auc,0.8146621963950101
34,toxic,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,unicode,precision,0.9979338842975206
34,toxic,bern,{'alpha': 20.0},tfidf,0,0,4000,english,True,unicode,precision,0.5906513146588761
34,toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,True,unicode,recall,0.5143349859883596
34,toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,recall,0.8743263634403966
34,toxic,multi,{'alpha': 1.0},tfidf,0,0,4000,english,True,unicode,roc_auc,0.7484782440096256
34,toxic,bern,{'alpha': 15.0},tfidf,0,0,4000,english,True,unicode,roc_auc,0.8531024584303729
34,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,precision,0.6029411764705882
34,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,precision,0.157319737800437
34,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,True,unicode,recall,0.42016806722689076
34,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,unicode,recall,0.9474789915966386
34,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,unicode,roc_auc,0.7028538085003608
34,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,roc_auc,0.9293035470053636
34,obscene,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,unicode,precision,1.0
34,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,unicode,precision,0.45624195624195624
34,obscene,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,unicode,recall,0.5568535825545171
34,obscene,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,recall,0.889018691588785
34,obscene,multi,{'alpha': 1.0},tfidf,0,0,4000,english,True,unicode,roc_auc,0.7679052861233658
34,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,unicode,roc_auc,0.886077960061857
34,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,unicode,precision,0.4838709677419355
34,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,unicode,precision,0.08695652173913043
34,threat,multi,{'alpha': 0.001},tfidf,0,0,4000,english,True,unicode,recall,0.14473684210526316
34,threat,bern,{'alpha': 0.1},tfidf,0,0,4000,english,True,unicode,recall,0.8421052631578947
34,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,unicode,roc_auc,0.5491740062528407
34,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,unicode,roc_auc,0.8624240927906537
34,insult,multi,{'alpha': 50.0},tfidf,0,0,4000,english,True,unicode,precision,1.0
34,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,unicode,precision,0.41869738591050065
34,insult,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,unicode,recall,0.47581317764804004
34,insult,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,recall,0.8790658882402002
34,insult,multi,{'alpha': 0.5},tfidf,0,0,4000,english,True,unicode,roc_auc,0.7291132684816278
34,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,True,unicode,roc_auc,0.8651446683755557
34,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,precision,0.8823529411764706
34,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,True,unicode,precision,0.17482061317677755
34,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,4000,english,True,unicode,recall,0.24065420560747663
34,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,4000,english,True,unicode,recall,0.8481308411214953
34,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,4000,english,True,unicode,roc_auc,0.6181338335929113
34,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,4000,english,True,unicode,roc_auc,0.8630411509262341
35,toxic,multi,{'alpha': 100.0},tfidf,0,0,4000,english,False,unicode,precision,0.9172932330827067
35,toxic,bern,{'alpha': 20.0},tfidf,0,0,4000,english,False,unicode,precision,0.5684886401053671
35,toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,unicode,recall,0.5218797154559173
35,toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,recall,0.8702306531580082
35,toxic,multi,{'alpha': 1.0},tfidf,0,0,4000,english,False,unicode,roc_auc,0.7508330088675577
35,toxic,bern,{'alpha': 15.0},tfidf,0,0,4000,english,False,unicode,roc_auc,0.8446394027997356
35,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,precision,0.37735849056603776
35,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,precision,0.13436532507739937
35,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,unicode,recall,0.48739495798319327
35,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,unicode,recall,0.9411764705882353
35,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,unicode,roc_auc,0.7370194539406302
35,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,roc_auc,0.9263056926919538
35,obscene,multi,{'alpha': 50.0},tfidf,0,0,4000,english,False,unicode,precision,0.9917355371900827
35,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,unicode,precision,0.3989310937201756
35,obscene,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,unicode,recall,0.5502336448598131
35,obscene,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,recall,0.882398753894081
35,obscene,multi,{'alpha': 1.0},tfidf,0,0,4000,english,False,unicode,roc_auc,0.7616597836037425
35,obscene,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,unicode,roc_auc,0.8720781160836966
35,threat,multi,{'alpha': 0.0},tfidf,0,0,4000,english,False,unicode,precision,0.21839080459770116
35,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,unicode,precision,0.05758055995773904
35,threat,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,unicode,recall,0.17105263157894737
35,threat,bern,{'alpha': 0.1},tfidf,0,0,4000,english,False,unicode,recall,0.8157894736842105
35,threat,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,unicode,roc_auc,0.57131780223815
35,threat,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,unicode,roc_auc,0.8398095919285933
35,insult,multi,{'alpha': 50.0},tfidf,0,0,4000,english,False,unicode,precision,1.0
35,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,unicode,precision,0.3820830007980846
35,insult,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,unicode,recall,0.48040033361134277
35,insult,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,recall,0.8748957464553795
35,insult,multi,{'alpha': 0.5},tfidf,0,0,4000,english,False,unicode,roc_auc,0.7256609529884452
35,insult,bern,{'alpha': 10.0},tfidf,0,0,4000,english,False,unicode,roc_auc,0.8651417760840322
35,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,precision,0.4305555555555556
35,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,precision,0.1412989588497769
35,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,4000,english,False,unicode,recall,0.2780373831775701
35,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,4000,english,False,unicode,recall,0.8481308411214953
35,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,4000,english,False,unicode,roc_auc,0.626196198474926
35,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,4000,english,False,unicode,roc_auc,0.8146410614483758
36,toxic,multi,{'alpha': 50.0},tfidf,0,0,5000,,True,,precision,1.0
36,toxic,bern,{'alpha': 20.0},tfidf,0,0,5000,,True,,precision,0.25749881508565237
36,toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,,True,,recall,0.5037723647337788
36,toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,,True,,recall,0.8521233024358698
36,toxic,multi,{'alpha': 1.0},tfidf,0,0,5000,,True,,roc_auc,0.7402882737388523
36,toxic,bern,{'alpha': 20.0},tfidf,0,0,5000,,True,,roc_auc,0.7826904019982931
36,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,5000,,True,,precision,0.6206896551724138
36,severe_toxic,bern,{'alpha': 0.0},tfidf,0,0,5000,,True,,precision,0.047855227882037533
36,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,5000,,True,,recall,0.43487394957983194
36,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,5000,,True,,recall,0.930672268907563
36,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,,True,,roc_auc,0.7029172777283633
36,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,,True,,roc_auc,0.8472579915669486
36,obscene,multi,{'alpha': 50.0},tfidf,0,0,5000,,True,,precision,1.0
36,obscene,bern,{'alpha': 20.0},tfidf,0,0,5000,,True,,precision,0.5311091073038774
36,obscene,multi,{'alpha': 0.1},tfidf,0,0,5000,,True,,recall,0.5475077881619937
36,obscene,bern,{'alpha': 2.0},tfidf,0,0,5000,,True,,recall,0.8679906542056075
36,obscene,multi,{'alpha': 0.5},tfidf,0,0,5000,,True,,roc_auc,0.7637012992050644
36,obscene,bern,{'alpha': 20.0},tfidf,0,0,5000,,True,,roc_auc,0.8267758690244066
36,threat,multi,{'alpha': 0.001},tfidf,0,0,5000,,True,,precision,0.41379310344827586
36,threat,bern,{'alpha': 1.0},tfidf,0,0,5000,,True,,precision,0.08838383838383838
36,threat,multi,{'alpha': 0.001},tfidf,0,0,5000,,True,,recall,0.15789473684210525
36,threat,bern,{'alpha': 0.1},tfidf,0,0,5000,,True,,recall,0.8618421052631579
